2013,General Funds,General Fund,Library Department,Collection and Technical Services,Collections Management,,,Librarian,0.13,7262
2013,General Funds,General Fund,Library Department,Public Services,Mitchell Park Library,,,Librarian,0.13,7002
2013,General Funds,General Fund,City Manager,Admin and City Management,Sustainability,,,Sustainability Manager,0.5,58168
2013,General Funds,General Fund,City Manager,Public Communication,Public Communication,,,Communication Mgr,0.9,100489
2013,General Funds,General Fund,City Manager,Public Communication,Public Communication,,,Communication Mgr,0,0
2013,General Funds,General Fund,City Manager,Public Communication,Public Communication,,,Communication Mgr,0,0
2013,General Funds,General Fund,City Manager,Public Communication,Public Communication,,,Communication Mgr,0,0
2013,General Funds,General Fund,City Manager,Public Communication,Public Communication,,,Communication Mgr,0,0
2013,General Funds,General Fund,City Manager,Sustainability,Economic Development,,,Mgr Economic Dev,1,112326
2013,General Funds,General Fund,City Manager,Sustainability,Economic Development,,,Sustainability Manager,0.05,5816
2013,General Funds,General Fund,City Clerk,Administration,City Clerk Department,,,City Clerk,0.15,19241
2013,General Funds,General Fund,City Clerk,Administration,City Clerk Department,,,Asst City Clerk,0.1,7481
2013,General Funds,General Fund,City Clerk,Administration,City Clerk Department,,,Deputy City Clerk,0.1,6269
2013,General Funds,General Fund,City Clerk,Public Information,Public Information Services,,,City Clerk,0.05,6414
2013,General Funds,General Fund,City Clerk,Public Information,Public Information Services,,,Asst City Clerk,0.05,3741
2013,General Funds,General Fund,City Clerk,Public Information,Public Information Services,,,Deputy City Clerk,0.05,3134
2013,General Funds,General Fund,City Clerk,Public Information,Public Information Services,,,Administrative Associate III,0.25,16556
2013,General Funds,General Fund,City Clerk,Public Information,Public Information Services,,,Administrative Associate III,0.25,16556
2013,General Funds,General Fund,City Clerk,Public Information,Public Information Services,,,Administrative Associate III,0.25,16556
2013,General Funds,General Fund,City Clerk,Council Support Services,Agenda/Packet Processing,,,City Clerk,0.15,19241
2013,General Funds,General Fund,City Clerk,Council Support Services,Agenda/Packet Processing,,,Asst City Clerk,0.05,3741
2013,General Funds,General Fund,City Clerk,Council Support Services,Agenda/Packet Processing,,,Deputy City Clerk,0.2,12537
2013,General Funds,General Fund,City Clerk,Council Support Services,Agenda/Packet Processing,,,Administrative Associate III,0.3,19867
2013,General Funds,General Fund,City Clerk,Council Support Services,Agenda/Packet Processing,,,Administrative Associate III,0.15,9933
2013,General Funds,General Fund,City Clerk,Council Support Services,Agenda/Packet Processing,,,Administrative Associate III,0.3,19867
2013,General Funds,General Fund,City Clerk,Council Support Services,Board/Commissions Re,,,Deputy City Clerk,0.1,6269
2013,General Funds,General Fund,City Clerk,Council Support Services,Council Events,,,Asst City Clerk,0.05,3741
2013,General Funds,General Fund,City Clerk,Council Support Services,Council Events,,,Deputy City Clerk,0.05,3134
2013,General Funds,General Fund,City Clerk,Council Support Services,Council Events,,,Administrative Associate III,0.05,3311
2013,General Funds,General Fund,City Clerk,Council Support Services,Council Events,,,Administrative Associate III,0.05,3311
2013,General Funds,General Fund,City Clerk,Council Support Services,Council Events,,,Administrative Associate III,0.05,3311
2013,General Funds,General Fund,City Clerk,Council Support Services,Council/Committee Meeting,,,City Clerk,0.25,32068
2013,General Funds,General Fund,City Clerk,Council Support Services,Council/Committee Meeting,,,Asst City Clerk,0.2,14962
2013,General Funds,General Fund,City Clerk,Council Support Services,Council/Committee Meeting,,,Deputy City Clerk,0.25,15671
2013,General Funds,General Fund,City Clerk,Council Support Services,Council/Committee Meeting,,,Administrative Associate III,0.25,16556
2013,General Funds,General Fund,City Clerk,Council Support Services,Council/Committee Meeting,,,Administrative Associate III,0.25,16556
2013,General Funds,General Fund,City Clerk,Council Support Services,Council/Committee Meeting,,,Administrative Associate III,0.25,16556
2013,General Funds,General Fund,City Clerk,Council Support Services,Council Support,,,City Clerk,0.15,19241
2013,General Funds,General Fund,City Clerk,Council Support Services,Council Support,,,Asst City Clerk,0.1,7481
2013,General Funds,General Fund,City Clerk,Council Support Services,Council Support,,,Deputy City Clerk,0.1,6269
2013,General Funds,General Fund,City Clerk,Election/Conflict of Interest,Conflict of Interest,,,Asst City Clerk,0.1,7481
2013,General Funds,General Fund,City Clerk,Election/Conflict of Interest,Elections,,,City Clerk,0.25,32068
2013,General Funds,General Fund,City Clerk,Election/Conflict of Interest,Elections,,,Asst City Clerk,0.1,7481
2013,General Funds,General Fund,City Clerk,Election/Conflict of Interest,Elections,,,Deputy City Clerk,0.1,6269
2013,General Funds,General Fund,City Clerk,Election/Conflict of Interest,Elections,,,Administrative Associate III,0.05,3311
2013,General Funds,General Fund,City Clerk,Election/Conflict of Interest,Elections,,,Administrative Associate III,0.05,3311
2013,General Funds,General Fund,City Clerk,Election/Conflict of Interest,Elections,,,Administrative Associate III,0.05,3311
2013,General Funds,General Fund,City Clerk,Legislative Records Management,Citywide Records Management,,,Asst City Clerk,0.15,11222
2013,General Funds,General Fund,City Clerk,Legislative Records Management,Citywide Records Management,,,Deputy City Clerk,0.05,3134
2013,General Funds,General Fund,City Clerk,Legislative Records Management,Citywide Records Management,,,Administrative Associate III,0.15,9933
2013,General Funds,General Fund,City Clerk,Legislative Records Management,City Clerk Records Management,,,Asst City Clerk,0.1,7481
2013,General Funds,General Fund,City Clerk,Legislative Records Management,City Clerk Records Management,,,Administrative Associate III,0.1,6622
2013,General Funds,General Fund,City Clerk,Legislative Records Management,City Clerk Records Management,,,Administrative Associate III,0.1,6622
2013,General Funds,General Fund,City Clerk,Legislative Records Management,City Clerk Records Management,,,Administrative Associate III,0.1,6622
2013,General Funds,General Fund,City Clerk,Administrative Citations,Administrative Citations Administration,,,Parking Examiner,0.75,59886
2013,General Funds,General Fund,Human Resources Department,Administration/Employee-Org Development and HR Systems,HRD Administration,,,Human Rsrce Asst Cnf,0.2,13849
2013,General Funds,General Fund,Human Resources Department,Administration/Employee-Org Development and HR Systems,HRD Administration,,,Admin Assistant,1,60115
2013,General Funds,General Fund,Human Resources Department,Administration/Employee-Org Development and HR Systems,HRD Administration,,,Assistant Director Human Resources,0.25,26003
2013,General Funds,General Fund,Human Resources Department,Administration/Employee-Org Development and HR Systems,HRD Administration,,,Dir Human Resources,0.3,43293
2013,General Funds,General Fund,Human Resources Department,Administration/Employee-Org Development and HR Systems,HRD Administration,,,Senior Management Analyst,0.75,0
2013,General Funds,General Fund,Human Resources Department,Employee/Labor Relations,Employee Relations,,,Human Rsrce Asst Cnf,0.25,17311
2013,General Funds,General Fund,Human Resources Department,Employee/Labor Relations,Employee Relations,,,Human Rsrce Asst Cnf,0,0
2013,General Funds,General Fund,Human Resources Department,Employee/Labor Relations,Employee Relations,,,Assistant Director Human Resources,0.1,10401
2013,General Funds,General Fund,Human Resources Department,Employee/Labor Relations,Employee Relations,,,Dir Human Resources,0.05,7216
2013,General Funds,General Fund,Human Resources Department,Employee/Labor Relations,Employee Relations,,,Adm Human Res,0.25,20701
2013,General Funds,General Fund,Human Resources Department,Employee/Labor Relations,Employee Relations,,,Adm Human Res,0.8,66243
2013,General Funds,General Fund,Human Resources Department,Employee/Labor Relations,Classification & Salaries,,,Adm Human Res,0.75,62103
2013,General Funds,General Fund,Human Resources Department,Employee/Labor Relations,Labor Contract Negotiations,,,Human Rsrce Asst Cnf,0.25,17311
2013,General Funds,General Fund,Human Resources Department,Employee/Labor Relations,Labor Contract Negotiations,,,Human Rsrce Asst Cnf,0.25,17311
2013,General Funds,General Fund,Human Resources Department,Employee/Labor Relations,Labor Contract Negotiations,,,Assistant Director Human Resources,0.15,15602
2013,General Funds,General Fund,Human Resources Department,Employee/Labor Relations,Labor Contract Negotiations,,,Dir Human Resources,0.5,72156
2013,General Funds,General Fund,Human Resources Department,Employee/Labor Relations,Labor Contract Negotiations,,,Human Resources Rep,0.5,35318
2013,General Funds,General Fund,Human Resources Department,Employee/Labor Relations,Labor Contract Negotiations,,,Adm Human Res,0.2,16561
2013,General Funds,General Fund,Human Resources Department,Employee/Labor Relations,Labor Contract Negotiations,,,Adm Human Res,1,82804
2013,General Funds,General Fund,Human Resources Department,Employee/Labor Relations,Labor Contract Negotiations,,,Senior Management Analyst,0.25,0
2013,General Funds,General Fund,Human Resources Department,Benefits/Compensation,Employment,,,Human Rsrce Asst Cnf,1,69243
2013,General Funds,General Fund,Human Resources Department,Benefits/Compensation,Employment,,,Adm Human Res,1,82804
2013,General Funds,General Fund,Human Resources Department,Benefits/Compensation,Employee Selection,,,Dir Human Resources,0.1,14431
2013,General Funds,General Fund,Human Resources Department,Benefits/Compensation,Employment Records Management,,,Human Rsrce Asst Cnf,0.5,34622
2013,General Funds,General Fund,Human Resources Department,Benefits/Compensation,Employment Records Management,,,Human Rsrce Asst Cnf,0.75,51932
2013,General Funds,General Fund,Human Resources Department,Recruitment,Employee Development/Worklife,,,Human Resources Rep,0.25,17659
2013,General Funds,General Fund,Human Resources Department,Recruitment,Training Programs,,,Human Rsrce Asst Cnf,0.25,17311
2013,General Funds,General Fund,Human Resources Department,Recruitment,Training Programs,,,Dir Human Resources,0.05,7216
2013,General Funds,General Fund,Human Resources Department,Risk Mgmt/Safety/Worker's Compensation,Injury/Illness Prevention,,,Human Rsrce Asst Cnf,0.2,13849
2013,General Funds,General Fund,Human Resources Department,Risk Mgmt/Safety/Worker's Compensation,Injury/Illness Prevention,,,Human Rsrce Asst Cnf,0.25,17311
2013,General Funds,General Fund,Human Resources Department,Risk Mgmt/Safety/Worker's Compensation,Injury/Illness Prevention,,,Assistant Director Human Resources,0.05,5201
2013,General Funds,General Fund,Human Resources Department,Risk Mgmt/Safety/Worker's Compensation,Injury/Illness Prevention,,,Adm Human Res,0.5,41402
2013,General Funds,General Fund,Human Resources Department,Risk Mgmt/Safety/Worker's Compensation,Worker's Compensation,,,Human Rsrce Asst Cnf,0.3,20773
2013,General Funds,General Fund,Human Resources Department,Risk Mgmt/Safety/Worker's Compensation,Worker's Compensation,,,Human Rsrce Asst Cnf,0.1,6924
2013,General Funds,General Fund,Human Resources Department,Risk Mgmt/Safety/Worker's Compensation,Worker's Compensation,,,Assistant Director Human Resources,0.15,15602
2013,General Funds,General Fund,Human Resources Department,Risk Mgmt/Safety/Worker's Compensation,Worker's Compensation,,,Adm Human Res,0.45,37262
2013,General Funds,General Fund,Human Resources Department,Risk Mgmt/Safety/Worker's Compensation,Loss Control,,,Human Rsrce Asst Cnf,0.3,20773
2013,General Funds,General Fund,Human Resources Department,Risk Mgmt/Safety/Worker's Compensation,Loss Control,,,Assistant Director Human Resources,0.15,15602
2013,General Funds,General Fund,Human Resources Department,Risk Mgmt/Safety/Worker's Compensation,Loss Control,,,Adm Human Res,0.05,4140
2013,General Funds,General Fund,Human Resources Department,Risk Mgmt/Safety/Worker's Compensation,Employee Benefit Plan,,,Human Rsrce Asst Cnf,0.4,27697
2013,General Funds,General Fund,Human Resources Department,Risk Mgmt/Safety/Worker's Compensation,Employee Benefit Plan,,,Assistant Director Human Resources,0.15,15602
2013,General Funds,General Fund,Human Resources Department,Risk Mgmt/Safety/Worker's Compensation,Employee Benefit Plan,,,Human Resources Rep,1,70635
