2009,Special Revenue Funds,Open Space,Special Revenue Funds:Open Space,Public Services,Open Space,Public Services:Open Space,Expense,Cell Phone,Expense:Cell Phone,5770
2009,Special Revenue Funds,Open Space,Special Revenue Funds:Open Space,Public Services,Open Space,Public Services:Open Space,Expense,Clothing & Personal Expenses,Expense:Clothing & Personal Expenses,3000
2009,Special Revenue Funds,Open Space,Special Revenue Funds:Open Space,Public Services,Open Space,Public Services:Open Space,Expense,Contractual Services,Expense:Contractual Services,115484.5987
2009,Special Revenue Funds,Open Space,Special Revenue Funds:Open Space,Public Services,Open Space,Public Services:Open Space,Expense,Management Training,Expense:Management Training,3239.36
2009,Special Revenue Funds,Open Space,Special Revenue Funds:Open Space,Public Services,Open Space,Public Services:Open Space,Expense,Memberships/Subscriptions,Expense:Memberships/Subscriptions,1487
2009,Special Revenue Funds,Open Space,Special Revenue Funds:Open Space,Public Services,Open Space,Public Services:Open Space,Expense,Office Supplies,Expense:Office Supplies,500
2009,Special Revenue Funds,Open Space,Special Revenue Funds:Open Space,Public Services,Open Space,Public Services:Open Space,Expense,Operating Equipment,Expense:Operating Equipment,10000
2009,Special Revenue Funds,Open Space,Special Revenue Funds:Open Space,Public Services,Open Space,Public Services:Open Space,Expense,Outside Reprographics,Expense:Outside Reprographics,6262.048193
2009,Special Revenue Funds,Open Space,Special Revenue Funds:Open Space,Public Services,Open Space,Public Services:Open Space,Expense,Professional Services,Expense:Professional Services,20010.75184
2009,Special Revenue Funds,Open Space,Special Revenue Funds:Open Space,Public Services,Open Space,Public Services:Open Space,Expense,Rent/Lease,Expense:Rent/Lease,500
2009,Special Revenue Funds,Open Space,Special Revenue Funds:Open Space,Public Services,Open Space,Public Services:Open Space,Expense,Repair & Maintenance,Expense:Repair & Maintenance,37693.24997
2009,Special Revenue Funds,Open Space,Special Revenue Funds:Open Space,Public Services,Open Space,Public Services:Open Space,Expense,Salaries and Benefits,Expense:Salaries and Benefits,714565
2009,Special Revenue Funds,Open Space,Special Revenue Funds:Open Space,Public Services,Open Space,Public Services:Open Space,Expense,Small Tools,Expense:Small Tools,2000
2009,Special Revenue Funds,Open Space,Special Revenue Funds:Open Space,Public Services,Open Space,Public Services:Open Space,Expense,Telephone,Expense:Telephone,2000
2009,Special Revenue Funds,Open Space,Special Revenue Funds:Open Space,Public Services,Open Space,Public Services:Open Space,Expense,Travel/Conferences/Meetings,Expense:Travel/Conferences/Meetings,2350
2009,Special Revenue Funds,Open Space,Special Revenue Funds:Open Space,Public Services,Open Space,Public Services:Open Space,Expense,Utilities,Expense:Utilities,22353.44768
2009,Special Revenue Funds,Open Space,Special Revenue Funds:Open Space,Public Services,Open Space,Public Services:Open Space,Expense,Vehicle Maintenance,Expense:Vehicle Maintenance,52779
2009,Special Revenue Funds,Open Space,Special Revenue Funds:Open Space,Public Services,Open Space,Public Services:Open Space,Expense,Vehicle Replacement,Expense:Vehicle Replacement,20759
2009,Special Revenue Funds,NPDES,Special Revenue Funds:NPDES,Public Services,Clean Water,Public Services:Clean Water,Expense,Cell Phone,Expense:Cell Phone,1430
2009,Special Revenue Funds,NPDES,Special Revenue Funds:NPDES,Public Services,Clean Water,Public Services:Clean Water,Expense,Clean Water Expenses,Expense:Clean Water Expenses,505436
